State,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
NC,"NBC/WSJ/Marist",907,"Registered Voters","Live Phone",7,5,2016,7,11,2016,36.0,42.0,2.0,11.0,7/5/2016,7/11/2016,7/8/2016
NC,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,41.0,51.0,5.0,,6/11/2016,6/20/2016,6/15/2016
NC,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,38.0,48.0,5.0,,6/11/2016,6/20/2016,6/15/2016
NC,"CBS/YouGov",988,"Likely Voters","Internet",6,21,2016,6,24,2016,42.0,44.0,,,6/21/2016,6/24/2016,6/22/2016
NC,"PPP (D)",947,"Likely Voters","IVR/Online",6,20,2016,6,21,2016,43.0,43.0,,7.0,6/20/2016,6/21/2016,6/20/2016
NC,"PPP (D)",947,"Likely Voters","IVR/Online",6,20,2016,6,21,2016,48.0,46.0,,,6/20/2016,6/21/2016,6/20/2016
NC,"Civitas (R)",600,"Likely Voters","Live Phone",5,21,2016,5,23,2016,39.0,36.0,2.0,9.0,5/21/2016,5/23/2016,5/22/2016
NC,"PPP (D)",928,"Likely Voters","IVR/Online",5,20,2016,5,22,2016,43.0,41.0,,11.0,5/20/2016,5/22/2016,5/21/2016
NC,"PPP (D)",928,"Likely Voters","IVR/Online",5,20,2016,5,22,2016,47.0,43.0,,,5/20/2016,5/22/2016,5/21/2016
NC,"Civitas (R)",600,"Likely Voters","Live Phone",4,23,2016,4,25,2016,37.0,49.0,2.0,10.0,4/23/2016,4/25/2016,4/24/2016
NC,"PPP (D)",960,"Likely Voters","IVR/Online",4,22,2016,4,24,2016,44.0,44.0,,12.0,4/22/2016,4/24/2016,4/23/2016
NC,"Elon",621,"Registered Voters","Live Phone",4,10,2016,4,15,2016,39.0,45.0,14.0,3.0,4/10/2016,4/15/2016,4/12/2016
NC,"PPP (D)",843,"Likely Voters","Live Phone/Online",3,18,2016,3,20,2016,42.0,44.0,,14.0,3/18/2016,3/20/2016,3/19/2016
NC,"SurveyUSA/High Point University",1576,"Likely Voters","Live Phone",3,9,2016,3,10,2016,49.0,42.0,,9.0,3/9/2016,3/10/2016,3/9/2016
NC,"PPP (D)",1291,"Likely Voters","Live Phone/Online",2,14,2016,2,16,2016,44.0,43.0,,13.0,2/14/2016,2/16/2016,2/15/2016
NC,"SurveyUSA/TWC News North Carolina",1250,"Likely Voters","IVR/Online",2,14,2016,2,16,2016,45.0,43.0,,13.0,2/14/2016,2/16/2016,2/15/2016
NC,"Elon",1530,"Likely Voters","Live Phone",2,15,2016,2,19,2016,41.0,47.0,9.0,4.0,2/15/2016,2/19/2016,2/17/2016
NC,"PPP (D)",948,"Likely Voters","Live Phone/Online",1,18,2016,1,19,2016,45.0,43.0,,12.0,1/18/2016,1/19/2016,1/18/2016
AR,"Washington Post/SurveyMonkey",765,"Registered Voters","Internet",8,9,2016,9,1,2016,54.0,41.0,,,8/9/2016,9/1/2016,8/20/2016
AR,"Washington Post/SurveyMonkey",765,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
AR,"Hendrix College/Talk Business",751,"Registered Voters","Automated Phone",6,21,2016,6,21,2016,47.0,36.0,,,6/21/2016,6/21/2016,6/21/2016
ND,"Washington Post/SurveyMonkey",549,"Registered Voters","Internet",8,9,2016,9,1,2016,60.0,32.0,,,8/9/2016,9/1/2016,8/20/2016
ND,"Washington Post/SurveyMonkey",549,"Registered Voters","Internet",8,9,2016,9,1,2016,51.0,26.0,,,8/9/2016,9/1/2016,8/20/2016
ID,"Washington Post/SurveyMonkey",716,"Registered Voters","Internet",8,9,2016,9,1,2016,53.0,34.0,,,8/9/2016,9/1/2016,8/20/2016
ID,"Washington Post/SurveyMonkey",716,"Registered Voters","Internet",8,9,2016,9,1,2016,44.0,25.0,,,8/9/2016,9/1/2016,8/20/2016
ID,"Dan Jones & Associates/IdahoPoliticsWeekly.com",601,"Likely Voters","Live Phone",7,5,2016,7,16,2016,44.0,23.0,,,7/5/2016,7/16/2016,7/10/2016
AZ,"NBC/WSJ/Marist",649,"Likely Voters","Live Phone",9,6,2016,9,8,2016,42.0,41.0,2.0,4.0,9/6/2016,9/8/2016,9/7/2016
AZ,"NBC/WSJ/Marist",649,"Likely Voters","Live Phone",9,6,2016,9,8,2016,40.0,38.0,1.0,6.0,9/6/2016,9/8/2016,9/7/2016
AZ,"Washington Post/SurveyMonkey",2026,"Registered Voters","Internet",8,9,2016,9,1,2016,45.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
AZ,"Washington Post/SurveyMonkey",2026,"Registered Voters","Internet",8,9,2016,9,1,2016,39.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
AZ,"PPP (D-NELP) ",837,"Likely Voters","IVR/Online",8,26,2016,8,28,2016,46.0,43.0,,,8/26/2016,8/28/2016,8/27/2016
AZ,"OH Predictive Insights (R)",728,"Likely Voters","IVR/Live Phone",8,25,2016,8,27,2016,39.0,40.0,,13.0,8/25/2016,8/27/2016,8/26/2016
AZ,"CNN",809,"Likely Voters","Live Phone",8,18,2016,8,23,2016,49.0,44.0,2.0,,8/18/2016,8/23/2016,8/20/2016
AZ,"CNN",809,"Likely Voters","Live Phone",8,18,2016,8,23,2016,45.0,38.0,1.0,,8/18/2016,8/23/2016,8/20/2016
AZ,"CBS/YouGov",1095,"Likely Voters","Internet",8,2,2016,8,5,2016,44.0,42.0,,,8/2/2016,8/5/2016,8/3/2016
AZ,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,48.0,43.0,6.0,,6/11/2016,6/20/2016,6/15/2016
AZ,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,45.0,39.0,3.0,,6/11/2016,6/20/2016,6/15/2016
AZ,"PPP (D-Americans United for Change/Constitutional Responsibility Project) ",691,"Likely Voters","IVR/Online",6,22,2016,6,23,2016,44.0,40.0,,16.0,6/22/2016,6/23/2016,6/22/2016
AZ,"OH Predictive Insights (R)",1060,"Likely Voters","Automated Phone",6,20,2016,6,20,2016,42.0,47.0,,6.0,6/20/2016,6/20/2016,6/20/2016
AZ,"PPP (D)",896,"Likely Voters","IVR/Online",5,13,2016,5,15,2016,40.0,38.0,,13.0,5/13/2016,5/15/2016,5/14/2016
AZ,"PPP (D)",896,"Likely Voters","IVR/Online",5,13,2016,5,15,2016,45.0,41.0,,,5/13/2016,5/15/2016,5/14/2016
AZ,"Behavior Research Center",564,"Registered Voters","Live Phone",4,4,2016,4,11,2016,35.0,42.0,,23.0,4/4/2016,4/11/2016,4/7/2016
AZ,"Merrill/WestGroup",701,"Likely Voters","Live Phone",3,7,2016,3,11,2016,38.0,38.0,,15.0,3/7/2016,3/11/2016,3/9/2016
WV,"Washington Post/SurveyMonkey",698,"Registered Voters","Internet",8,9,2016,9,1,2016,57.0,33.0,,,8/9/2016,9/1/2016,8/20/2016
WV,"Washington Post/SurveyMonkey",698,"Registered Voters","Internet",8,9,2016,9,1,2016,52.0,27.0,,,8/9/2016,9/1/2016,8/20/2016
WV,"R.L. Repass & Partners/MetroNews",435,"Likely Voters","Mixed",8,9,2016,8,28,2016,49.0,31.0,,,8/9/2016,8/28/2016,8/18/2016
WV,"PPP (D)",1201,"Likely Voters","IVR/Online",4,29,2016,5,1,2016,57.0,30.0,,13.0,4/29/2016,5/1/2016,4/30/2016
KS,"SurveyUSA/KSN News",595,"Likely Voters","IVR/Online",9,6,2016,9,11,2016,48.0,36.0,,7.0,9/6/2016,9/11/2016,9/8/2016
KS,"Washington Post/SurveyMonkey",741,"Registered Voters","Internet",8,9,2016,9,1,2016,49.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
KS,"Washington Post/SurveyMonkey",741,"Registered Voters","Internet",8,9,2016,9,1,2016,43.0,30.0,,,8/9/2016,9/1/2016,8/20/2016
KS,"SurveyUSA/KSN News",566,"Likely Voters","IVR/Live Phone",8,3,2016,8,7,2016,44.0,39.0,,9.0,8/3/2016,8/7/2016,8/5/2016
KS,"Fort Hays State University/Kansas Newspapers",542,"Likely Voters","Live Phone",7,11,2016,7,21,2016,44.0,27.0,6.0,,7/11/2016,7/21/2016,7/16/2016
KS,"SurveyUSA/KSN News",559,"Likely Voters","IVR/Live Phone",7,8,2016,7,11,2016,47.0,36.0,,9.0,7/8/2016,7/11/2016,7/9/2016
KS,"Zogby/Kansas Health Foundation",433,"Registered Voters","IVR/Live Phone",6,4,2016,6,6,2016,36.0,43.0,,21.0,6/4/2016,6/6/2016,6/5/2016
KS,"Fort Hays State University",440,"Adults","Live Phone",2,19,2016,2,26,2016,46.0,36.0,,18.0,2/19/2016,2/26/2016,2/22/2016
NM,"Washington Post/SurveyMonkey",1788,"Registered Voters","Internet",8,9,2016,9,1,2016,37.0,51.0,,,8/9/2016,9/1/2016,8/20/2016
NM,"Washington Post/SurveyMonkey",1788,"Registered Voters","Internet",8,9,2016,9,1,2016,29.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
NM,"PPP (D)/NM Political Report",1103,"Likely Voters","IVR/Online",8,19,2016,8,21,2016,31.0,40.0,,9.0,8/19/2016,8/21/2016,8/20/2016
NM,"PPP (D)/NM Political Report",802,"Likely Voters","Automated Phone",5,13,2016,5,15,2016,33.0,41.0,,,5/13/2016,5/15/2016,5/14/2016
SD,"Washington Post/SurveyMonkey",809,"Registered Voters","Internet",8,9,2016,9,1,2016,51.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
SD,"Washington Post/SurveyMonkey",809,"Registered Voters","Internet",8,9,2016,9,1,2016,43.0,29.0,,,8/9/2016,9/1/2016,8/20/2016
NJ,"Washington Post/SurveyMonkey",912,"Registered Voters","Internet",8,9,2016,9,1,2016,38.0,53.0,,,8/9/2016,9/1/2016,8/20/2016
NJ,"Washington Post/SurveyMonkey",912,"Registered Voters","Internet",8,9,2016,9,1,2016,34.0,49.0,,,8/9/2016,9/1/2016,8/20/2016
NJ,"Fairleigh Dickinson",349,"Registered Voters","Live Phone",6,22,2016,6,26,2016,32.0,44.0,6.0,,6/22/2016,6/26/2016,6/24/2016
NJ,"Fairleigh Dickinson",363,"Registered Voters","Live Phone",6,22,2016,6,26,2016,31.0,52.0,5.0,,6/22/2016,6/26/2016,6/24/2016
NJ,"CBS/YouGov",1194,"Likely Voters","Internet",5,31,2016,6,3,2016,34.0,49.0,8.0,7.0,5/31/2016,6/3/2016,6/1/2016
NJ,"Monmouth University",703,"Registered Voters","Live Phone",5,23,2016,5,27,2016,34.0,38.0,11.0,15.0,5/23/2016,5/27/2016,5/25/2016
NJ,"Monmouth University",703,"Registered Voters","Live Phone",5,23,2016,5,27,2016,31.0,37.0,6.0,14.0,5/23/2016,5/27/2016,5/25/2016
NJ,"Fairleigh Dickinson",702,"Registered Voters","Live Phone",5,18,2016,5,22,2016,37.0,48.0,7.0,,5/18/2016,5/22/2016,5/20/2016
NJ,"Quinnipiac",1989,"Registered Voters","Live Phone",5,10,2016,5,16,2016,38.0,45.0,3.0,7.0,5/10/2016,5/16/2016,5/13/2016
NJ,"Rutgers-Eagleton",738,"Registered Voters","Live Phone",4,1,2016,4,8,2016,36.0,50.0,11.0,3.0,4/1/2016,4/8/2016,4/4/2016
MT,"Washington Post/SurveyMonkey",999,"Registered Voters","Internet",8,9,2016,9,1,2016,51.0,38.0,,,8/9/2016,9/1/2016,8/20/2016
MT,"Washington Post/SurveyMonkey",999,"Registered Voters","Internet",8,9,2016,9,1,2016,44.0,31.0,,,8/9/2016,9/1/2016,8/20/2016
CA,"SurveyMonkey/LA Times",4212,"Registered Voters","Internet",9,1,2016,9,8,2016,33.0,58.0,,,9/1/2016,9/8/2016,9/4/2016
CA,"SurveyMonkey/LA Times",4212,"Registered Voters","Internet",9,1,2016,9,8,2016,29.0,49.0,,,9/1/2016,9/8/2016,9/4/2016
CA,"SurveyUSA/KABC/SCNG",678,"Likely Voters","IVR/Online",9,8,2016,9,11,2016,32.0,57.0,,7.0,9/8/2016,9/11/2016,9/9/2016
CA,"Washington Post/SurveyMonkey",2574,"Registered Voters","Internet",8,9,2016,9,1,2016,33.0,57.0,,,8/9/2016,9/1/2016,8/20/2016
CA,"Washington Post/SurveyMonkey",2574,"Registered Voters","Internet",8,9,2016,9,1,2016,28.0,49.0,,,8/9/2016,9/1/2016,8/20/2016
CA,"PPIC",1056,"Likely Voters","Live Phone",7,10,2016,7,19,2016,30.0,46.0,,,7/10/2016,7/19/2016,7/14/2016
CA,"Field",956,"Likely Voters","Live Phone",6,8,2016,7,2,2016,28.0,58.0,,14.0,6/8/2016,7/2/2016,6/20/2016
CA,"Field",956,"Likely Voters","Live Phone",6,8,2016,7,2,2016,26.0,50.0,,14.0,6/8/2016,7/2/2016,6/20/2016
CA,"SurveyMonkey/USC/LA Times",1264,"Likely Voters","Live Phone",6,9,2016,6,10,2016,28.0,54.0,,,6/9/2016,6/10/2016,6/9/2016
CA,"SurveyMonkey/USC/LA Times",1264,"Likely Voters","Live Phone",6,9,2016,6,10,2016,31.0,61.0,,,6/9/2016,6/10/2016,6/9/2016
CA,"CBS/YouGov",1187,"Likely Voters","Internet",5,31,2016,6,3,2016,33.0,48.0,12.0,6.0,5/31/2016,6/3/2016,6/1/2016
CA,"USC/LA Times",1150,"Likely Voters","Live Phone",5,19,2016,5,31,2016,33.0,54.0,4.0,3.0,5/19/2016,5/31/2016,5/25/2016
CA,"Field",1002,"Likely Voters","Live Phone",5,26,2016,5,31,2016,34.0,53.0,,13.0,5/26/2016,5/31/2016,5/28/2016
CA,"NBC/WSJ/Marist",1833,"Registered Voters","Live Phone",5,29,2016,5,31,2016,31.0,55.0,,6.0,5/29/2016,5/31/2016,5/30/2016
CA,"YouGov/Hoover Institution",1196,"Likely Voters","Internet",5,4,2016,5,16,2016,33.0,45.0,8.0,9.0,5/4/2016,5/16/2016,5/10/2016
CA,"PPIC",996,"Likely Voters","Live Phone",5,13,2016,5,22,2016,39.0,49.0,7.0,,5/13/2016,5/22/2016,5/17/2016
CA,"SurveyUSA/KABC/SCNG",1383,"Likely Voters","IVR/Online",5,19,2016,5,22,2016,38.0,52.0,,10.0,5/19/2016,5/22/2016,5/20/2016
CA,"SurveyUSA/KABC/SCNG",1683,"Likely Voters","IVR/Online",4,27,2016,4,30,2016,34.0,56.0,,10.0,4/27/2016,4/30/2016,4/28/2016
CA,"Field",1400,"Registered Voters","Live Phone",3,24,2016,4,4,2016,31.0,59.0,,10.0,3/24/2016,4/4/2016,3/29/2016
CA,"SurveyUSA",1507,"Likely Voters","IVR/Online",3,30,2016,4,3,2016,26.0,60.0,,14.0,3/30/2016,4/3/2016,4/1/2016
CA,"USC/LA Times",1202,"Likely Voters","Live Phone",3,16,2016,3,23,2016,30.0,57.0,5.0,3.0,3/16/2016,3/23/2016,3/19/2016
MA,"MassINC/WBUR",506,"Likely Voters","Live Phone",9,7,2016,9,10,2016,28.0,54.0,,,9/7/2016,9/10/2016,9/8/2016
MA,"MassINC/WBUR",506,"Likely Voters","Live Phone",9,7,2016,9,10,2016,31.0,60.0,,,9/7/2016,9/10/2016,9/8/2016
MA,"Washington Post/SurveyMonkey",1167,"Registered Voters","Internet",8,9,2016,9,1,2016,33.0,56.0,,,8/9/2016,9/1/2016,8/20/2016
MA,"Washington Post/SurveyMonkey",1167,"Registered Voters","Internet",8,9,2016,9,1,2016,29.0,48.0,,,8/9/2016,9/1/2016,8/20/2016
MA,"Suffolk/Boston Globe",500,"Likely Voters","Live Phone",5,2,2016,5,5,2016,31.0,55.0,,11.0,5/2/2016,5/5/2016,5/3/2016
MA,"WNEU",497,"Registered Voters","Live Phone",4,1,2016,4,10,2016,26.0,62.0,,11.0,4/1/2016,4/10/2016,4/5/2016
VT,"Washington Post/SurveyMonkey",550,"Registered Voters","Internet",8,9,2016,9,1,2016,28.0,56.0,,,8/9/2016,9/1/2016,8/20/2016
VT,"Washington Post/SurveyMonkey",550,"Registered Voters","Internet",8,9,2016,9,1,2016,24.0,45.0,,,8/9/2016,9/1/2016,8/20/2016
VT,"Castleton University/VPR",637,"Likely Voters","Live Phone",7,11,2016,7,23,2016,17.0,39.0,,,7/11/2016,7/23/2016,7/17/2016
PA,"Quinnipiac",778,"Likely Voters","Live Phone",8,29,2016,9,7,2016,43.0,48.0,,,8/29/2016,9/7/2016,9/2/2016
PA,"Quinnipiac",778,"Likely Voters","Live Phone",8,29,2016,9,7,2016,39.0,44.0,,,8/29/2016,9/7/2016,9/2/2016
PA,"PPP (D- Constitutional Responsibility Project)",814,"Likely Voters","IVR/Online",8,30,2016,8,31,2016,42.0,47.0,,,8/30/2016,8/31/2016,8/30/2016
PA,"Washington Post/SurveyMonkey",2861,"Registered Voters","Internet",8,9,2016,9,1,2016,43.0,47.0,,,8/9/2016,9/1/2016,8/20/2016
PA,"Washington Post/SurveyMonkey",2861,"Registered Voters","Internet",8,9,2016,9,1,2016,38.0,41.0,,,8/9/2016,9/1/2016,8/20/2016
PA,"CBS/YouGov",1091,"Likely Voters","Internet",8,30,2016,9,2,2016,37.0,45.0,,,8/30/2016,9/2/2016,8/31/2016
PA,"PPP (D-NELP)",1194,"Likely Voters","IVR/Online",8,26,2016,8,27,2016,43.0,48.0,,,8/26/2016,8/27/2016,8/26/2016
PA,"Franklin and Marshall College",496,"Likely Voters","Live Phone/Online",8,25,2016,8,29,2016,40.0,47.0,6.0,,8/25/2016,8/29/2016,8/27/2016
PA,"Franklin and Marshall College",736,"Registered Voters","Live Phone/Online",8,25,2016,8,29,2016,38.0,41.0,,,8/25/2016,8/29/2016,8/27/2016
PA,"Monmouth University",402,"Likely Voters","Live Phone",8,26,2016,8,29,2016,40.0,48.0,1.0,4.0,8/26/2016,8/29/2016,8/27/2016
PA,"NBC/WSJ/Marist",834,"Registered Voters","Live Phone",8,3,2016,8,7,2016,37.0,48.0,1.0,6.0,8/3/2016,8/7/2016,8/5/2016
PA,"NBC/WSJ/Marist",834,"Registered Voters","Live Phone",8,3,2016,8,7,2016,36.0,45.0,1.0,6.0,8/3/2016,8/7/2016,8/5/2016
PA,"Quinnipiac",815,"Likely Voters","Live Phone",7,30,2016,8,7,2016,42.0,52.0,,,7/30/2016,8/7/2016,8/3/2016
PA,"Quinnipiac",815,"Likely Voters","Live Phone",7,30,2016,8,7,2016,39.0,48.0,,,7/30/2016,8/7/2016,8/3/2016
PA,"Susquehanna (R)/ABC27 News",772,"Likely Voters","IVR/Live Phone",7,31,2016,8,4,2016,37.0,47.0,,,7/31/2016,8/4/2016,8/2/2016
PA,"Susquehanna (R)/ABC27 News",772,"Likely Voters","IVR/Live Phone",7,31,2016,8,4,2016,37.0,46.0,,,7/31/2016,8/4/2016,8/2/2016
PA,"Franklin and Marshall College",389,"Likely Voters","Live Phone/Online",7,29,2016,8,1,2016,38.0,49.0,6.0,,7/29/2016,8/1/2016,7/30/2016
PA,"Franklin and Marshall College",661,"Registered Voters","Live Phone/Online",7,29,2016,8,1,2016,34.0,47.0,,,7/29/2016,8/1/2016,7/30/2016
PA,"PPP (D)",1505,"Likely Voters","IVR/Online",7,29,2016,7,31,2016,42.0,45.0,,8.0,7/29/2016,7/31/2016,7/30/2016
PA,"PPP (D)",1505,"Likely Voters","IVR/Online",7,29,2016,7,31,2016,45.0,49.0,,,7/29/2016,7/31/2016,7/30/2016
PA,"Suffolk",500,"Likely Voters","Live Phone",7,25,2016,7,27,2016,41.0,50.0,,8.0,7/25/2016,7/27/2016,7/26/2016
PA,"Suffolk",500,"Likely Voters","Live Phone",7,25,2016,7,27,2016,37.0,46.0,,9.0,7/25/2016,7/27/2016,7/26/2016
PA,"Gravis Marketing/OANN",1958,"Registered Voters","Automated Phone",6,27,2016,6,28,2016,47.0,48.0,5.0,,6/27/2016,6/28/2016,6/27/2016
PA,"NBC/WSJ/Marist",829,"Registered Voters","Live Phone",7,5,2016,7,10,2016,36.0,45.0,2.0,6.0,7/5/2016,7/10/2016,7/7/2016
PA,"NBC/WSJ/Marist",829,"Registered Voters","Live Phone",7,5,2016,7,10,2016,35.0,43.0,2.0,9.0,7/5/2016,7/10/2016,7/7/2016
PA,"Quinnipiac",982,"Registered Voters","Live Phone",6,30,2016,7,11,2016,43.0,41.0,4.0,6.0,6/30/2016,7/11/2016,7/5/2016
PA,"Quinnipiac",982,"Registered Voters","Live Phone",6,30,2016,7,11,2016,40.0,34.0,,,6/30/2016,7/11/2016,7/5/2016
PA,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,39.0,49.0,8.0,,6/11/2016,6/20/2016,6/15/2016
PA,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,32.0,45.0,3.0,,6/11/2016,6/20/2016,6/15/2016
PA,"PPP (D-Americans United for Change/Constitutional Responsibility Project) ",980,"Likely Voters","IVR/Online",6,22,2016,6,23,2016,42.0,46.0,,11.0,6/22/2016,6/23/2016,6/22/2016
PA,"Quinnipiac",950,"Registered Voters","Live Phone",6,8,2016,6,19,2016,41.0,42.0,3.0,7.0,6/8/2016,6/19/2016,6/13/2016
PA,"Quinnipiac",950,"Registered Voters","Live Phone",6,8,2016,6,19,2016,36.0,39.0,,,6/8/2016,6/19/2016,6/13/2016
PA,"PPP (D)",1106,"Likely Voters","IVR/Online",6,3,2016,6,5,2016,40.0,41.0,,11.0,6/3/2016,6/5/2016,6/4/2016
PA,"Quinnipiac",1077,"Registered Voters","Live Phone",4,27,2016,5,8,2016,42.0,43.0,2.0,5.0,4/27/2016,5/8/2016,5/2/2016
PA,"NBC/WSJ/Marist",2606,"Registered Voters","Live Phone",4,18,2016,4,20,2016,39.0,54.0,,7.0,4/18/2016,4/20/2016,4/19/2016
PA,"Fox News",1607,"Likely Voters","Live Phone",4,4,2016,4,7,2016,44.0,44.0,2.0,4.0,4/4/2016,4/7/2016,4/5/2016
PA,"Quinnipiac",1737,"Likely Voters","Live Phone",3,30,2016,4,4,2016,42.0,45.0,3.0,4.0,3/30/2016,4/4/2016,4/1/2016
PA,"Franklin and Marshall College",828,"Registered Voters","Live Phone/Online",3,14,2016,3,20,2016,33.0,46.0,11.0,10.0,3/14/2016,3/20/2016,3/17/2016
PA,"Mercyhurst University",421,"Registered Voters","Live Phone",3,1,2016,3,11,2016,35.0,43.0,4.0,,3/1/2016,3/11/2016,3/6/2016
PA,"Harper (R)",662,"Likely Voters","Automated Phone",3,1,2016,3,2,2016,40.0,45.0,,15.0,3/1/2016,3/2/2016,3/1/2016
FL,"CNN",788,"Likely Voters","Live Phone",9,7,2016,9,12,2016,50.0,46.0,1.0,,9/7/2016,9/12/2016,9/9/2016
FL,"CBS/YouGov",1193,"Likely Voters","Internet",9,7,2016,9,9,2016,42.0,44.0,,,9/7/2016,9/9/2016,9/8/2016
FL,"Quinnipiac",761,"Likely Voters","Live Phone",8,29,2016,9,7,2016,47.0,47.0,,,8/29/2016,9/7/2016,9/2/2016
FL,"Quinnipiac",761,"Likely Voters","Live Phone",8,29,2016,9,7,2016,43.0,43.0,,,8/29/2016,9/7/2016,9/2/2016
FL,"PPP (D)",744,"Likely Voters","IVR/Online",9,4,2016,9,6,2016,44.0,43.0,,6.0,9/4/2016,9/6/2016,9/5/2016
FL,"PPP (D)",744,"Likely Voters","IVR/Online",9,4,2016,9,6,2016,46.0,47.0,,,9/4/2016,9/6/2016,9/5/2016
FL,"Washington Post/SurveyMonkey",3287,"Registered Voters","Internet",8,9,2016,9,1,2016,44.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
FL,"Washington Post/SurveyMonkey",3287,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,42.0,,,8/9/2016,9/1/2016,8/20/2016
FL,"ICITIZEN",600,"Registered Voters","Internet",8,18,2016,8,24,2016,37.0,42.0,,8.0,8/18/2016,8/24/2016,8/21/2016
FL,"Cherry (R-Florida Chamber of Commerce)",608,"Likely Voters","Live Phone",8,17,2016,8,22,2016,44.0,43.0,,5.0,8/17/2016,8/22/2016,8/19/2016
FL,"Cherry (R-Florida Chamber of Commerce)",608,"Likely Voters","Live Phone",8,17,2016,8,22,2016,44.0,41.0,,4.0,8/17/2016,8/22/2016,8/19/2016
FL,"Saint Leo University",1380,"Likely Voters","Internet",8,14,2016,8,18,2016,38.0,52.0,,,8/14/2016,8/18/2016,8/16/2016
FL,"Monmouth University",402,"Likely Voters","Live Phone",8,12,2016,8,15,2016,39.0,48.0,1.0,5.0,8/12/2016,8/15/2016,8/13/2016
FL,"CBS/YouGov",1194,"Likely Voters","Internet",8,10,2016,8,12,2016,40.0,45.0,,,8/10/2016,8/12/2016,8/11/2016
FL,"NBC/WSJ/Marist",862,"Registered Voters","Live Phone",8,4,2016,8,10,2016,39.0,44.0,1.0,7.0,8/4/2016,8/10/2016,8/7/2016
FL,"NBC/WSJ/Marist",862,"Registered Voters","Live Phone",8,4,2016,8,10,2016,36.0,41.0,2.0,9.0,8/4/2016,8/10/2016,8/7/2016
FL,"Opinion Savvy/Fox 13",622,"Likely Voters","IVR/Online",8,10,2016,8,10,2016,44.0,45.0,,3.0,8/10/2016,8/10/2016,8/10/2016
FL,"Quinnipiac",1056,"Likely Voters","Live Phone",7,30,2016,8,7,2016,45.0,46.0,,,7/30/2016,8/7/2016,8/3/2016
FL,"Quinnipiac",1056,"Likely Voters","Live Phone",7,30,2016,8,7,2016,43.0,43.0,,,7/30/2016,8/7/2016,8/3/2016
FL,"Suffolk",500,"Likely Voters","Live Phone",8,1,2016,8,3,2016,42.0,48.0,,9.0,8/1/2016,8/3/2016,8/2/2016
FL,"Suffolk",500,"Likely Voters","Live Phone",8,1,2016,8,3,2016,39.0,43.0,,11.0,8/1/2016,8/3/2016,8/2/2016
FL,"GQR (D-Project New America) ",1100,"Likely Voters","Live Phone",7,6,2016,7,10,2016,40.0,45.0,2.0,7.0,7/6/2016,7/10/2016,7/8/2016
FL,"NBC/WSJ/Marist",871,"Registered Voters","Live Phone",7,5,2016,7,11,2016,37.0,44.0,2.0,7.0,7/5/2016,7/11/2016,7/8/2016
FL,"NBC/WSJ/Marist",871,"Registered Voters","Live Phone",7,5,2016,7,11,2016,36.0,41.0,2.0,10.0,7/5/2016,7/11/2016,7/8/2016
FL,"Quinnipiac",1015,"Registered Voters","Live Phone",6,30,2016,7,11,2016,42.0,39.0,6.0,8.0,6/30/2016,7/11/2016,7/5/2016
FL,"Quinnipiac",1015,"Registered Voters","Live Phone",6,30,2016,7,11,2016,41.0,36.0,,,6/30/2016,7/11/2016,7/5/2016
FL,"Gravis Marketing/OANN",1619,"Registered Voters","Automated Phone",6,27,2016,6,28,2016,49.0,45.0,6.0,,6/27/2016,6/28/2016,6/27/2016
FL,"Onmessage (R-Let's Get to Work)",800,"Likely Voters","Live Phone",6,26,2016,6,28,2016,47.0,45.0,8.0,,6/26/2016,6/28/2016,6/27/2016
FL,"JMC Analytics and Polling (R)",700,"Likely Voters","Automated Phone",7,9,2016,7,10,2016,47.0,42.0,,8.0,7/9/2016,7/10/2016,7/9/2016
FL,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,39.0,52.0,6.0,,6/11/2016,6/20/2016,6/15/2016
FL,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,38.0,49.0,2.0,,6/11/2016,6/20/2016,6/15/2016
