Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Approve,Disapprove,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
FOX,2012-08-19,2012-08-21,2012-08-24T10:18:40Z,,Registered Voters - Republican,Live Phone,7.0,92.0,1.0,http://elections.huffingtonpost.com/pollster/polls/fox-14758,http://www.foxnews.com/politics/interactive/2012/08/23/fox-news-poll-race-for-white-house-tightens/,Nonpartisan,None,,1
FOX,2012-08-19,2012-08-21,2012-08-24T10:18:40Z,,Registered Voters - independent,Live Phone,36.0,54.0,10.0,http://elections.huffingtonpost.com/pollster/polls/fox-14758,http://www.foxnews.com/politics/interactive/2012/08/23/fox-news-poll-race-for-white-house-tightens/,Nonpartisan,None,,1
YouGov/Economist,2012-08-18,2012-08-20,2012-08-22T13:09:06Z,999,Adults,Internet,42.0,51.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14729,http://cdn.yougov.com/cumulus_uploads/document/1wbynyqshc/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-18,2012-08-20,2012-08-22T13:09:06Z,363,Adults - Democrat,Internet,73.0,22.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14729,http://cdn.yougov.com/cumulus_uploads/document/1wbynyqshc/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-18,2012-08-20,2012-08-22T13:09:06Z,259,Adults - Republican,Internet,5.0,93.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14729,http://cdn.yougov.com/cumulus_uploads/document/1wbynyqshc/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-18,2012-08-20,2012-08-22T13:09:06Z,310,Adults - independent,Internet,37.0,56.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14729,http://cdn.yougov.com/cumulus_uploads/document/1wbynyqshc/econToplines.pdf,Nonpartisan,None,,1
Gallup,2012-08-18,2012-08-20,2012-08-21T13:04:52Z,1500,Adults,Live Phone,45.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14713,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
ARG,2012-08-17,2012-08-20,2012-08-21T10:54:40Z,1100,Adults,Live Phone,47.0,48.0,5.0,http://elections.huffingtonpost.com/pollster/polls/arg-14709,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2012-08-17,2012-08-20,2012-08-21T10:54:40Z,363,Adults - Democrat,Live Phone,80.0,17.0,,http://elections.huffingtonpost.com/pollster/polls/arg-14709,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2012-08-17,2012-08-20,2012-08-21T10:54:40Z,330,Adults - Republican,Live Phone,12.0,84.0,,http://elections.huffingtonpost.com/pollster/polls/arg-14709,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2012-08-17,2012-08-20,2012-08-21T10:54:40Z,308,Adults - independent,Live Phone,48.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/arg-14709,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
AP-GfK,2012-08-16,2012-08-20,2012-08-22T07:30:04Z,1006,Adults,Live Phone,49.0,49.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-14719,http://ap-gfkpoll.com/main/wp-content/uploads/2012/08/AP-GfK-Poll-August-2012-Topline-FINAL_politics.pdf,Nonpartisan,None,,1
NBC/WSJ,2012-08-16,2012-08-20,2012-08-21T18:42:30Z,1000,Registered Voters,Live Phone,48.0,49.0,3.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14718,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/August_NBC-WSJ_Int_Sched.pdf,Nonpartisan,None,,1
Rasmussen,2012-08-17,2012-08-19,2012-08-20T10:32:00Z,1500,Likely Voters,Automated Phone,49.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14698,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Rasmussen,2012-08-17,2012-08-19,2012-08-20T10:31:42Z,1500,Likely Voters,Automated Phone,49.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14697,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
DailyKos/SEIU/PPP (D),2012-08-16,2012-08-19,2012-08-21T13:54:51Z,1000,Registered Voters,Automated Phone,45.0,50.0,5.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14714,http://www.dailykos.com/weeklypolling/2012/8/16,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-16,2012-08-19,2012-08-21T13:54:51Z,350,Registered Voters - Democrat,Automated Phone,83.0,13.0,4.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14714,http://www.dailykos.com/weeklypolling/2012/8/16,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-16,2012-08-19,2012-08-21T13:54:51Z,350,Registered Voters - Republican,Automated Phone,8.0,89.0,3.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14714,http://www.dailykos.com/weeklypolling/2012/8/16,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-16,2012-08-19,2012-08-21T13:54:51Z,300,Registered Voters - independent,Automated Phone,45.0,47.0,8.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14714,http://www.dailykos.com/weeklypolling/2012/8/16,Sponsor,Dem,,1
USC/LA Times,2012-08-13,2012-08-19,2012-08-24T11:26:24Z,1009,Registered Voters,Live Phone,47.0,47.0,6.0,http://elections.huffingtonpost.com/pollster/polls/usc-la-times-14760,http://www.gqrr.com/index.php?ID=2780,Nonpartisan,None,,1
Gallup,2012-08-15,2012-08-17,2012-08-19T11:16:57Z,1500,Adults,Live Phone,45.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14694,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-08-14,2012-08-16,2012-08-17T10:06:17Z,1500,Likely Voters,Automated Phone,48.0,51.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14684,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2012-08-12,2012-08-14,2012-08-15T12:57:22Z,1500,Adults,Live Phone,45.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14663,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
YouGov/Economist,2012-08-11,2012-08-13,2012-08-15T10:50:54Z,998,Adults,Internet,43.0,50.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14659,http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-11,2012-08-13,2012-08-15T10:50:54Z,392,Adults - Democrat,Internet,79.0,16.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14659,http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-11,2012-08-13,2012-08-15T10:50:54Z,245,Adults - Republican,Internet,5.0,94.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14659,http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-11,2012-08-13,2012-08-15T10:50:54Z,288,Adults - independent,Internet,37.0,63.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14659,http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2012-08-11,2012-08-13,2012-08-14T10:12:13Z,1500,Likely Voters,Automated Phone,48.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14643,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
DailyKos/SEIU/PPP (D),2012-08-09,2012-08-12,2012-08-14T15:55:32Z,1000,Registered Voters,Automated Phone,43.0,52.0,5.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14653,http://www.dailykos.com/weeklypolling/2012/8/9,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-09,2012-08-12,2012-08-14T15:55:32Z,380,Registered Voters - Democrat,Automated Phone,78.0,17.0,5.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14653,http://www.dailykos.com/weeklypolling/2012/8/9,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-09,2012-08-12,2012-08-14T15:55:32Z,370,Registered Voters - Republican,Automated Phone,11.0,86.0,3.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14653,http://www.dailykos.com/weeklypolling/2012/8/9,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-09,2012-08-12,2012-08-14T15:55:32Z,250,Registered Voters - independent,Automated Phone,38.0,53.0,9.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14653,http://www.dailykos.com/weeklypolling/2012/8/9,Sponsor,Dem,,1
Gallup,2012-08-09,2012-08-11,2012-08-13T09:58:37Z,1500,Adults,Live Phone,43.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14629,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-08-08,2012-08-10,2012-08-13T09:54:00Z,1500,Likely Voters,Automated Phone,43.0,54.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14623,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
CNN,2012-08-07,2012-08-08,2012-08-09T16:29:19Z,1010,Adults,Live Phone,50.0,47.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cnn-14609,http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/,Nonpartisan,None,,1
CNN,2012-08-07,2012-08-08,2012-08-09T16:29:19Z,,Registered Voters - Democrat,Live Phone,86.0,13.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-14609,http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/,Nonpartisan,None,,1
CNN,2012-08-07,2012-08-08,2012-08-09T16:29:19Z,,Registered Voters - Republican,Live Phone,10.0,89.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-14609,http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/,Nonpartisan,None,,1
CNN,2012-08-07,2012-08-08,2012-08-09T16:29:19Z,,Registered Voters - independent,Live Phone,48.0,46.0,6.0,http://elections.huffingtonpost.com/pollster/polls/cnn-14609,http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/,Nonpartisan,None,,1
Gallup,2012-08-06,2012-08-08,2012-08-09T13:02:21Z,1500,Adults,Live Phone,46.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14608,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
FOX,2012-08-05,2012-08-07,2012-08-10T10:12:26Z,930,Registered Voters,Live Phone,49.0,46.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-14610,http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/,Nonpartisan,None,,1
FOX,2012-08-05,2012-08-07,2012-08-10T10:12:26Z,,Registered Voters - Democrat,Live Phone,83.0,13.0,4.0,http://elections.huffingtonpost.com/pollster/polls/fox-14610,http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/,Nonpartisan,None,,1
FOX,2012-08-05,2012-08-07,2012-08-10T10:12:26Z,,Registered Voters - Republican,Live Phone,8.0,86.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-14610,http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/,Nonpartisan,None,,1
FOX,2012-08-05,2012-08-07,2012-08-10T10:12:26Z,,Registered Voters - independent,Live Phone,45.0,47.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-14610,http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/,Nonpartisan,None,,1
Rasmussen,2012-08-05,2012-08-07,2012-08-08T10:10:50Z,1500,Likely Voters,Automated Phone,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14588,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2012-08-04,2012-08-06,2012-08-08T13:14:17Z,1000,Adults,Internet,44.0,50.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14598,http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-04,2012-08-06,2012-08-08T13:14:17Z,379,Adults - Democrat,Internet,76.0,17.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14598,http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-04,2012-08-06,2012-08-08T13:14:17Z,230,Adults - Republican,Internet,6.0,92.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14598,http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-08-04,2012-08-06,2012-08-08T13:14:17Z,284,Adults - independent,Internet,39.0,55.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14598,http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2012-08-02,2012-08-06,2012-08-08T11:15:02Z,1168,Adults,Live Phone,49.0,48.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-14591,http://ipsos-na.com/download/pr.aspx?id=11840,Nonpartisan,None,,1
Gallup,2012-08-03,2012-08-05,2012-08-06T13:00:58Z,1500,Adults,Live Phone,46.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14574,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
DailyKos/SEIU/PPP (D),2012-08-02,2012-08-05,2012-08-07T13:13:41Z,1000,Registered Voters,Automated Phone,44.0,50.0,5.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14582,http://www.dailykos.com/weeklypolling/2012/8/2,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-02,2012-08-05,2012-08-07T13:13:41Z,360,Registered Voters - Democrat,Automated Phone,85.0,11.0,4.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14582,http://www.dailykos.com/weeklypolling/2012/8/2,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-02,2012-08-05,2012-08-07T13:13:41Z,340,Registered Voters - Republican,Automated Phone,11.0,87.0,2.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14582,http://www.dailykos.com/weeklypolling/2012/8/2,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-08-02,2012-08-05,2012-08-07T13:13:41Z,290,Registered Voters - independent,Automated Phone,34.0,56.0,10.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14582,http://www.dailykos.com/weeklypolling/2012/8/2,Sponsor,Dem,,1
Rasmussen,2012-08-02,2012-08-04,2012-08-06T10:09:33Z,1500,Likely Voters,Automated Phone,46.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14563,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2012-07-31,2012-08-02,2012-08-03T13:06:57Z,1500,Adults,Live Phone,45.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14555,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-07-30,2012-08-01,2012-08-02T10:17:59Z,1500,Likely Voters,Automated Phone,45.0,53.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14539,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
YouGov/Economist,2012-07-28,2012-07-30,2012-08-01T13:01:52Z,997,Adults,Internet,42.0,51.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14531,http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-28,2012-07-30,2012-08-01T13:01:52Z,411,Adults - Democrat,Internet,81.0,18.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14531,http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-28,2012-07-30,2012-08-01T13:01:52Z,254,Adults - Republican,Internet,5.0,90.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14531,http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-28,2012-07-30,2012-08-01T13:01:52Z,261,Adults - independent,Internet,32.0,62.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14531,http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf,Nonpartisan,None,,1
Gallup,2012-07-28,2012-07-30,2012-07-31T13:01:59Z,1500,Adults,Live Phone,46.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14513,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-07-27,2012-07-29,2012-07-30T10:16:26Z,1500,Likely Voters,Automated Phone,47.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14486,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
DailyKos/SEIU/PPP (D),2012-07-26,2012-07-29,2012-07-31T10:37:23Z,1000,Registered Voters,Automated Phone,47.0,49.0,4.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14506,http://dailykos.com/weeklypolling/2012/7/26,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-07-26,2012-07-29,2012-07-31T10:37:23Z,380,Registered Voters - Democrat,Automated Phone,86.0,11.0,4.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14506,http://dailykos.com/weeklypolling/2012/7/26,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-07-26,2012-07-29,2012-07-31T10:37:23Z,340,Registered Voters - Republican,Automated Phone,8.0,91.0,1.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14506,http://dailykos.com/weeklypolling/2012/7/26,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-07-26,2012-07-29,2012-07-31T10:37:23Z,270,Registered Voters - independent,Automated Phone,42.0,51.0,8.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14506,http://dailykos.com/weeklypolling/2012/7/26,Sponsor,Dem,,1
Gallup,2012-07-24,2012-07-27,2012-07-30T10:24:51Z,1500,Adults,Live Phone,47.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14489,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-07-24,2012-07-26,2012-07-27T10:07:58Z,1500,Likely Voters,Automated Phone,47.0,53.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14468,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Democracy Corps (D),2012-07-21,2012-07-25,2012-07-30T11:49:26Z,700,Likely Voters,Live Phone,50.0,46.0,4.0,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-14498,http://www.democracycorps.com/attachments/article/900/July_Dcorps_political_%20FQ.pdf,Pollster,Dem,,1
YouGov/Economist,2012-07-21,2012-07-23,2012-07-25T13:31:36Z,1000,Adults,Internet,41.0,53.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14451,http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-21,2012-07-23,2012-07-25T13:31:36Z,356,Adults - Democrat,Internet,77.0,18.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14451,http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-21,2012-07-23,2012-07-25T13:31:36Z,252,Adults - Republican,Internet,6.0,94.0,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14451,http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-21,2012-07-23,2012-07-25T13:31:36Z,303,Adults - independent,Internet,35.0,60.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14451,http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf,Nonpartisan,None,,1
Gallup,2012-07-21,2012-07-23,2012-07-24T12:36:30Z,1500,Adults,Live Phone,44.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14430,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-07-21,2012-07-23,2012-07-24T10:01:17Z,1500,Likely Voters,Automated Phone,48.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14427,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
DailyKos/SEIU/PPP (D),2012-07-19,2012-07-22,2012-07-24T15:22:52Z,1000,Registered Voters,Automated Phone,42.0,53.0,5.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14434,http://dailykos.com/weeklypolling/2012/7/19,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-07-19,2012-07-22,2012-07-24T15:22:52Z,390,Registered Voters - Democrat,Automated Phone,77.0,18.0,5.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14434,http://dailykos.com/weeklypolling/2012/7/19,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-07-19,2012-07-22,2012-07-24T15:22:52Z,320,Registered Voters - Republican,Automated Phone,6.0,93.0,1.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14434,http://dailykos.com/weeklypolling/2012/7/19,Sponsor,Dem,,1
DailyKos/SEIU/PPP (D),2012-07-19,2012-07-22,2012-07-24T15:22:52Z,290,Registered Voters - independent,Automated Phone,36.0,56.0,8.0,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14434,http://dailykos.com/weeklypolling/2012/7/19,Sponsor,Dem,,1
NBC/WSJ,2012-07-18,2012-07-22,2012-07-24T19:09:38Z,1000,Registered Voters,Live Phone,49.0,48.0,3.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14436,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/12768_July_Poll.pdf,Nonpartisan,None,,1
Gallup,2012-07-18,2012-07-20,2012-07-23T10:13:52Z,1500,Adults,Live Phone,46.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14413,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-07-18,2012-07-20,2012-07-23T10:08:09Z,1500,Likely Voters,Automated Phone,48.0,51.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14407,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
ARG,2012-07-17,2012-07-20,2012-07-23T11:46:14Z,1100,Adults,Live Phone,46.0,51.0,3.0,http://elections.huffingtonpost.com/pollster/polls/arg-14420,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2012-07-17,2012-07-20,2012-07-23T11:46:14Z,363,Adults - Democrat,Live Phone,82.0,16.0,,http://elections.huffingtonpost.com/pollster/polls/arg-14420,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2012-07-17,2012-07-20,2012-07-23T11:46:14Z,341,Adults - Republican,Live Phone,15.0,82.0,,http://elections.huffingtonpost.com/pollster/polls/arg-14420,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2012-07-17,2012-07-20,2012-07-23T11:46:14Z,297,Adults - independent,Live Phone,39.0,59.0,,http://elections.huffingtonpost.com/pollster/polls/arg-14420,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
FOX,2012-07-15,2012-07-17,2012-07-18T18:29:27Z,901,Registered Voters,Live Phone,47.0,49.0,4.0,http://elections.huffingtonpost.com/pollster/polls/fox-14381,http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/,Nonpartisan,None,,1
FOX,2012-07-15,2012-07-17,2012-07-18T18:29:27Z,,Registered Voters - Democrat,Live Phone,82.0,13.0,5.0,http://elections.huffingtonpost.com/pollster/polls/fox-14381,http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/,Nonpartisan,None,,1
FOX,2012-07-15,2012-07-17,2012-07-18T18:29:27Z,,Registered Voters - Republican,Live Phone,10.0,89.0,2.0,http://elections.huffingtonpost.com/pollster/polls/fox-14381,http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/,Nonpartisan,None,,1
FOX,2012-07-15,2012-07-17,2012-07-18T18:29:27Z,,Registered Voters - independent,Live Phone,45.0,47.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-14381,http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/,Nonpartisan,None,,1
Gallup,2012-07-15,2012-07-17,2012-07-18T12:54:51Z,1500,Adults,Live Phone,46.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-14377,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2012-07-15,2012-07-17,2012-07-18T10:02:41Z,1500,Likely Voters,Automated Phone,46.0,51.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-14372,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2012-07-14,2012-07-16,2012-07-18T13:03:40Z,1000,Adults,Internet,45.0,50.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14378,http://cdn.yougov.com/cumulus_uploads/document/wxt8kj3j6n/econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-07-14,2012-07-16,2012-07-18T13:03:40Z,401,Adults - Democrat,Internet,82.0,16.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14378,http://cdn.yougov.com/cumulus_uploads/document/wxt8kj3j6n/econToplines.pdf,Nonpartisan,None,,1
